Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Baobab RM3,Friday,7:00 AM - 8:00 AM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,Bulley Room 2,Monday,9:00 AM - 10:00 AM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,American High,Tuesday,9:00 AM - 10:00 AM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Bulley Room 5,Friday,8:00 AM - 9:00 AM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,American High,Wednesday,7:00 AM - 8:00 AM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Bulley Room 5,Wednesday,9:00 AM - 10:00 AM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Baobab RM1,Tuesday,7:00 AM - 8:00 AM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Baobab RM3,Tuesday,8:00 AM - 9:00 AM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Bulley Room 2,Wednesday,8:00 AM - 9:00 AM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Bulley Room 4,Friday,2:00 PM - 3:00 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Bulley Room 2,Thursday,1:00 PM - 2:00 PM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Bulley Room 1,Monday,12:00 PM - 1:00 PM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Baobab RM5,Thursday,4:00 PM - 5:00 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Bulley Room 3,Tuesday,5:00 PM - 6:00 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Bulley Room 5,Friday,7:00 AM - 8:00 AM
GNED 230,Career Exploration and Planning [Sec B],NC,Ama O. Karikari,Bulley Room 4,Wednesday,9:00 AM - 10:00 AM
GNED 468,Job Search Strategies and Techniques [Sec A],NC,Ama O. Karikari,Bulley Room 3,Friday,8:00 AM - 9:00 AM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Bulley Room 5,Tuesday,8:00 AM - 9:00 AM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Bulley Room 1,Friday,9:00 AM - 10:00 AM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Baobab RM5,Friday,8:00 AM - 9:00 AM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Boabab RM5,Wednesday,7:00 AM - 8:00 AM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Bulley Room 2,Monday,8:00 AM - 9:00 AM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Boabab RM5,Monday,9:00 AM - 10:00 AM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Baobab RM1,Monday,7:00 AM - 8:00 AM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Bulley Room 3,Wednesday,8:00 AM - 9:00 AM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Baobab RM5,Tuesday,9:00 AM - 10:00 AM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Bulley Room 4,Tuesday,7:00 AM - 8:00 AM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Bulley Room 3,Thursday,7:00 AM - 8:00 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Bulley Room 3,Monday,7:00 AM - 8:00 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Baobab RM3,Tuesday,7:00 AM - 8:00 AM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,5:00 PM - 6:00 PM
PSYC 105,Introduction to Psychology [Sec B],NC,Akua K. Amponsah,Bulley Room 5,Thursday,7:00 AM - 9:30 AM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Baobab RM5,Thursday,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Baobab RM1,Wednesday,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,American High,Monday,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,Baobab RM3,Friday,10:00 AM - 12:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Baobab RM3,Friday,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,Bulley Room 2,Wednesday,2:00 PM - 4:30 PM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Baobab RM3,Monday,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Bulley Room 5,Friday,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Bulley Room 1,Wednesday,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec A],NC,A. Oye,Bulley Room 2,Monday,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec C],NC,A. Oye,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
CMME 115,Introduction to Communication Skills [Sec B],NC,A. Oye,Baobab RM5,Monday,7:00 AM - 9:30 AM
GNED 125,Study Skills [Sec B],NC,Ama O. Karikari,Bulley Room 2,Friday,10:00 AM - 12:30 PM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Boabab RM5,Thursday,7:00 AM - 9:30 AM
GNED 468,Job Search Strategies and Techniques [Sec A],NC,Ama O. Karikari,Baobab RM5,Tuesday,10:00 AM - 12:30 PM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,American High,Monday,2:00 PM - 4:30 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Bulley Room 5,Monday,7:00 AM - 9:30 AM
GNED 230,Career Exploration and Planning [Sec B],NC,Ama O. Karikari,Boabab RM5,Monday,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Bulley Room 4,Tuesday,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Baobab RM5,Wednesday,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Bulley Room 3,Tuesday,2:00 PM - 4:30 PM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Baobab RM1,Tuesday,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Baobab RM1,Monday,7:00 AM - 9:30 AM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,American High,Thursday,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Bulley Room 3,Monday,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Baobab RM3,Tuesday,7:00 AM - 9:30 AM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Baobab RM5,Thursday,10:00 AM - 12:30 PM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Bulley Room 5,Wednesday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Baobab RM5,Friday,10:00 AM - 12:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,American High,Wednesday,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Baobab RM1,Wednesday,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Bulley Room 4,Wednesday,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Baobab RM5,Monday,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Boabab RM5,Wednesday,7:00 AM - 9:30 AM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Bulley Room 5,Tuesday,10:00 AM - 12:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Boabab RM5,Tuesday,2:00 PM - 4:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],NC,Dr. A. Adu-Sackey,CS2,Friday,10:00 AM - 12:30 PM
MATH 112,Calculus I [Sec A],NC,Dr. G. Biney,CH1-1,Thursday,10:00 AM - 12:30 PM
MATH 214,Multivariable Calculus [Sec A],NC,Dr. G. Biney,CH3-1&2,Tuesday,10:00 AM - 12:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,NC,E. Okoe,Bulley Room 5,Tuesday,7:00 AM - 9:30 AM
COSC 130,Digital Electronics [Sec A],NC,E. Okoe,Bulley Room 1,Thursday,7:00 AM - 9:30 AM
COSC 124,Procedural Programming [Sec A],NC,E. Okoe,Boabab RM5,Tuesday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],NC,G. Preprah Tanoah,Bulley Room 5,Monday,2:00 PM - 4:30 PM
BBIS 213,IT for Business (MOS) [Sec A],NC,G. Preprah Tanoah,MET 101,Friday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec A],NC,G. Preprah Tanoah,MET 101,Wednesday,7:00 AM - 9:30 AM
BBIS 260,Web and Social Management Tools [Sec A],NC,G. Preprah Tanoah,Baobab RM5,Thursday,2:00 PM - 4:30 PM
PHYS 103,Physics [Sec A],NC,J. Okyere Asirifi,Bulley Room 5,Friday,7:00 AM - 9:30 AM
COSC 470,/ INFT 470 Computer & Cyber Forensics,NC,M. Asare,Boabab RM5,Wednesday,7:00 AM - 9:30 AM
INFT 446,Systems and Network Administration [Sec A],NC,M. Asare,American High,Thursday,10:00 AM - 12:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],NC,M. Doe,CS3,Thursday,2:00 PM - 4:30 PM
INFT 420,Computer-Human Interaction [Sec A],NC,M. Doe,CH1-1,Wednesday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],NC,O. Osei-Tutu,Bulley Room 3,Thursday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],NC,O. Osei-Tutu,Bulley Room 3,Thursday,7:00 AM - 9:30 AM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Baobab RM5,Thursday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],NC,O. Osei-Tutu,CS LAB,Wednesday,7:00 AM - 9:30 AM
MATH 172,Discrete & Continuous Mathematics [Sec A],NC,Prof. L. Asiedu,Baobab RM5,Thursday,7:00 AM - 9:30 AM
CSCD 119,Introduction to Computer Science [Sec A],NC,Prof. P. Yaw Owusu Amoako,Baobab RM1,Friday,10:00 AM - 12:30 PM
COSC 224,Object-Oriented Programming [Sec A],NC,Prof. P. Yaw Owusu Amoako,MET 103,Thursday,2:00 PM - 4:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],NC,Prof. P. Yaw Owusu Amoako,Baobab RM1,Tuesday,7:00 AM - 9:30 AM
COSC 480,Compiler Design [Sec A],NC,Prof. P. Yaw Owusu Amoako,CS LAB,Monday,10:00 AM - 12:30 PM
MATH 101,Algebra [Sec A],NC,Prof. W. Oblitey,GEN. LAB,Tuesday,7:00 AM - 9:30 AM
MATH 171,Introductory Mathematics for Computer Science,NC,Prof. W. Oblitey,Bulley Room 4,Monday,2:00 PM - 4:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],NC,Prof. W. Ofoe Larkotey,Baobab RM1,Friday,7:00 AM - 9:30 AM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],NC,Prof. W. Ofoe Larkotey,GEN. LAB,Thursday,7:00 AM - 9:30 AM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],NC,R. Amponsah,CS2,Tuesday,2:00 PM - 4:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],NC,R. Amponsah,CS LAB,Thursday,10:00 AM - 12:30 PM
COSC 113,Elements of Programming [Sec A],NC,R. Amponsah,Bulley Room 5,Wednesday,7:00 AM - 9:30 AM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],NC,R. W. Ambeh-Doh,CS3,Wednesday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],NC,R. W. Ambeh-Doh,CS3,Wednesday,2:00 PM - 4:30 PM
INFT 115,Information Technology Foundation [Sec A],NC,R. W. Ambeh-Doh,CS LAB,Monday,7:00 AM - 9:30 AM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],NC,S. Ganu,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
BBIS 488,Decision Support Systems [Sec A],NC,S. Ganu,Boabab RM5,Tuesday,7:00 AM - 9:30 AM
COSC 240 / INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],NC,S. Ganu,GEN. LAB,Tuesday,10:00 AM - 12:30 PM
INFT 410,Internet-Enabled Applications Systems Development,NC,S. Sebuabe,CS2,Thursday,2:00 PM - 4:30 PM
INFT 340,Computer Vision: Concepts and Application [Sec A],NC,S. Sebuabe,CH3-1&2,Monday,7:00 AM - 9:30 AM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],NC,S. Sebuabe,CS1,Wednesday,7:00 AM - 9:30 AM
STAT 384,Probability and Statistics [Sec A],NC,TBA,CS2,Monday,2:00 PM - 4:30 PM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,5:00 PM - 6:00 PM
GNED 125,Study Skills [Sec B] (SONM),NC,Ama O. Karikari,Bulley Room 3,Friday,7:00 AM - 9:30 AM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Baobab RM1,Wednesday,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec B] (FOS & SOB),NC,C. Pokuaa,Boabab RM5,Thursday,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),NC,C. Pokuaa,Bulley Room 2,Monday,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec A],NC,Dr. A. Oye,Bulley Room 4,Wednesday,7:00 AM - 9:30 AM
ENGL 111,Language and Writing Skills I [Sec C] (SONM),NC,Dr. S. Adjei-Mensah,Boabab RM5,Wednesday,10:00 AM - 12:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Baoaba RM5,Thursday,2:00 PM - 4:30 PM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Bulley Room 4,Friday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Baoaba RM5,Thursday,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Bulley Room 1,Tuesday,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec A] (SONM),NC,C. Pokuaa,Bulley Room 2,Tuesday,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec C],NC,Dr. A. Oye,Baobab RM3,Friday,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec B](SONM),NC,Dr. A. Oye,Bulley Room 5,Wednesday,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Bulley Room 1,Wednesday,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec D] (SONM),NC,Dr. S. Adjei-Mensah,American High,Tuesday,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Bulley Room 2,Wednesday,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Baobab RM5,Friday,10:00 AM - 12:30 PM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,American High,Thursday,10:00 AM - 12:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Baobab RM3,Friday,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,Baobab RM1,Monday,2:00 PM - 4:30 PM
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),NC,Dr. F. Tenortey,Baoaba RM5,Wednesday,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Baobab RM1,Monday,7:00 AM - 9:30 AM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baoaba RM5,Tuesday,2:00 PM - 4:30 PM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Bulley Room 5,Thursday,7:00 AM - 9:30 AM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Boabab RM5,Thursday,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. J. Andor,Bulley Room 3,Monday,10:00 AM - 12:30 PM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Boabab RM5,Wednesday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Baobab RM5,Wednesday,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Bulley Room 1,Wednesday,7:00 AM - 9:30 AM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Bulley Room 2,Wednesday,2:00 PM - 4:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],NC,G. Preprah Tanoah,Bulley Room 3,Monday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],NC,G. Preprah Tanoah,Baobab RM3,Tuesday,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Baoaba RM5,Wednesday,10:00 AM - 12:30 PM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Bulley Room 3,Wednesday,2:00 PM - 4:30 PM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Bulley Room 1,Tuesday,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Ps. E. Takyi,Bulley Room 5,Tuesday,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. I. Kyere,Boabab RM5,Wednesday,2:00 PM - 4:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. P. Obeng Manu,Bulley Room 4,Wednesday,10:00 AM - 12:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],NC,Dr. A. Adu-Sackey,Boabab RM5,Friday,7:00 AM - 9:30 AM
MATH 112,Calculus I [Sec A],NC,Dr. G. Biney,CS LAB,Thursday,2:00 PM - 4:30 PM
MATH 214,Multivariable Calculus [Sec A],NC,Dr. G. Biney,CS1,Tuesday,2:00 PM - 4:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,American High,Thursday,10:00 AM - 12:30 PM
MATH 101,Algebra [Sec A],NC,Prof. W. Oblitey,Bulley Room 4,Monday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [Sec A],NC,O. Osei-Tutu,MET 103,Thursday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],NC,O. Osei-Tutu,Bulley Room 4,Thursday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],NC,O. Osei-Tutu,CS LAB,Monday,10:00 AM - 12:30 PM
MATH 171,Introductory Mathematics for Computer Science,NC,Prof. W. Oblitey,CS2,Wednesday,2:00 PM - 4:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,NC,E. Okoe,CS LAB,Tuesday,2:00 PM - 4:30 PM
COSC 130,Digital Electronics [Sec A],NC,E. Okoe,Bulley Room 1,Thursday,10:00 AM - 12:30 PM
COSC 124,Procedural Programming [Sec A],NC,E. Okoe,Boabab RM5,Wednesday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec B],NC,G. Preprah Tanoah,CS2,Wednesday,10:00 AM - 12:30 PM
BBIS 213,IT for Business (MOS) [Sec A],NC,G. Preprah Tanoah,Bulley Room 1,Monday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec A],NC,G. Preprah Tanoah,CC3,Tuesday,7:00 AM - 9:30 AM
BBIS 260,Web and Social Management Tools [Sec A],NC,G. Preprah Tanoah,Baobab RM3,Thursday,7:00 AM - 9:30 AM
PHYS 103,Physics [Sec A],NC,J. Okyere Asirifi,MET 103,Wednesday,7:00 AM - 9:30 AM
COSC 470,/ INFT 470 Computer & Cyber Forensics,NC,M. Asare,CH1-1,Tuesday,10:00 AM - 12:30 PM
INFT 446,Systems and Network Administration [Sec A],NC,M. Asare,CC3,Wednesday,7:00 AM - 9:30 AM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],NC,M. Doe,Bulley Room 5,Wednesday,7:00 AM - 9:30 AM
INFT 420,Computer-Human Interaction [Sec A],NC,M. Doe,CS3,Thursday,10:00 AM - 12:30 PM
MATH 172,Discrete & Continuous Mathematics [Sec A],NC,Prof. L. Asiedu,CH3-1&2,Monday,2:00 PM - 4:30 PM
CSCD 119,Introduction to Computer Science [Sec A],NC,Prof. P. Yaw Owusu Amoako,GEN. LAB,Wednesday,2:00 PM - 4:30 PM
COSC 224,Object-Oriented Programming [Sec A],NC,Prof. P. Yaw Owusu Amoako,CS3,Friday,10:00 AM - 12:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],NC,Prof. P. Yaw Owusu Amoako,CS LAB,Thursday,7:00 AM - 9:30 AM
COSC 480,Compiler Design [Sec A],NC,Prof. P. Yaw Owusu Amoako,Baobab RM5,Tuesday,2:00 PM - 4:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],NC,Prof. W. Ofoe Larkotey,Bulley Room 5,Tuesday,10:00 AM - 12:30 PM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],NC,Prof. W. Ofoe Larkotey,Baobab RM3,Monday,10:00 AM - 12:30 PM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],NC,R. Amponsah,CS3,Tuesday,10:00 AM - 12:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],NC,R. Amponsah,Bulley Room 3,Tuesday,2:00 PM - 4:30 PM
COSC 113,Elements of Programming [Sec A],NC,R. Amponsah,Baobab RM5,Thursday,2:00 PM - 4:30 PM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],NC,R. W. Ambeh-Doh,CC3,Thursday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],NC,R. W. Ambeh-Doh,Bulley Room 5,Thursday,7:00 AM - 9:30 AM
INFT 115,Information Technology Foundation [Sec A],NC,R. W. Ambeh-Doh,MET 101,Monday,2:00 PM - 4:30 PM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],NC,S. Ganu,Bulley Room 1,Tuesday,10:00 AM - 12:30 PM
BBIS 488,Decision Support Systems [Sec A],NC,S. Ganu,Baobab RM3,Wednesday,10:00 AM - 12:30 PM
COSC 240 / INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],NC,S. Ganu,Baobab RM1,Wednesday,7:00 AM - 9:30 AM
INFT 410,Internet-Enabled Applications Systems Development,NC,S. Sebuabe,GEN. LAB,Friday,7:00 AM - 9:30 AM
INFT 340,Computer Vision: Concepts and Application [Sec A],NC,S. Sebuabe,Bulley Room 3,Monday,2:00 PM - 4:30 PM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],NC,S. Sebuabe,Bulley Room 5,Thursday,2:00 PM - 4:30 PM
STAT 384,Probability and Statistics [Sec A],NC,TBA,MET 103,Tuesday,2:00 PM - 4:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],NC,Dr. A. Adu-Sackey,CS2,Friday,10:00 AM - 12:30 PM
MATH 112,Calculus I [Sec A],NC,Dr. G. Biney,Baobab RM3,Tuesday,2:00 PM - 4:30 PM
MATH 214,Multivariable Calculus [Sec A],NC,Dr. G. Biney,Baobab RM5,Thursday,10:00 AM - 12:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,NC,E. Okoe,GEN. LAB,Wednesday,10:00 AM - 12:30 PM
COSC 130,Digital Electronics [Sec A],NC,E. Okoe,Bulley Room 2,Wednesday,7:00 AM - 9:30 AM
COSC 124,Procedural Programming [Sec A],NC,E. Okoe,CS3,Thursday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec B],NC,G. Preprah Tanoah,CS3,Tuesday,2:00 PM - 4:30 PM
BBIS 213,IT for Business (MOS) [Sec A],NC,G. Preprah Tanoah,Bulley Room 4,Wednesday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec A],NC,G. Preprah Tanoah,GEN. LAB,Monday,2:00 PM - 4:30 PM
BBIS 260,Web and Social Management Tools [Sec A],NC,G. Preprah Tanoah,Baobab RM1,Thursday,7:00 AM - 9:30 AM
PHYS 103,Physics [Sec A],NC,J. Okyere Asirifi,CH1-1,Tuesday,7:00 AM - 9:30 AM
COSC 470,/ INFT 470 Computer & Cyber Forensics,NC,M. Asare,Bulley Room 3,Wednesday,10:00 AM - 12:30 PM
INFT 446,Systems and Network Administration [Sec A],NC,M. Asare,Baobab RM5,Thursday,2:00 PM - 4:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],NC,M. Doe,CS LAB,Monday,7:00 AM - 9:30 AM
INFT 420,Computer-Human Interaction [Sec A],NC,M. Doe,CC3,Tuesday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],NC,O. Osei-Tutu,GEN. LAB,Thursday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],NC,O. Osei-Tutu,MET 101,Thursday,2:00 PM - 4:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,CS2,Thursday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],NC,O. Osei-Tutu,CH1-1,Wednesday,2:00 PM - 4:30 PM
MATH 101,Algebra [Sec A],NC,Prof. W. Oblitey,CS1,Monday,2:00 PM - 4:30 PM
MATH 171,Introductory Mathematics for Computer Science,NC,Prof. W. Oblitey,Baobab RM1,Wednesday,10:00 AM - 12:30 PM
MATH 172,Discrete & Continuous Mathematics [Sec A],NC,Prof. L. Asiedu,Baobab RM3,Thursday,2:00 PM - 4:30 PM
CSCD 119,Introduction to Computer Science [Sec A],NC,Prof. P. Yaw Owusu Amoako,Bulley Room 1,Wednesday,2:00 PM - 4:30 PM
